block_number,experimental_condition,belief_id,critique_id,mc_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,F,F11,F11,F11,Insight,I7,correct,53.5176399,kan enekl voor dieren die hier  aan aangepast zijn,83.0886276,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
1,F,F4,F4,F4,RAT,R10,correct,29.2952811,bijten,20.0092867,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
1,F,F8,F8,F8,RAT,R11,incorrect,49.4294649,douane,8.2470418,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
1,F,F6,F6,F6,RAT,R1,incorrect,36.2864511,feest,7.5172697,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
2,F,F5,F5,F5,RAT,R2,incorrect,42.4365208,kaashoeve,11.0837299,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
2,F,F10,F10,F10,RAT,R7,correct,27.4800039,verkleedkast,18.6659357,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
2,F,F2,F2,F2,Insight,I1,correct,25.6188468,Hij is beschermd tegen on gevallen door zijn kledij.,33.6028454,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
2,F,F12,F12,F12,Insight,I11,incorrect,25.1893226,een trap,14.2050874,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
3,DFU,DFU5,DFU5,DFU5,Insight,I12,correct,24.9911401,vuur,15.4013691,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
3,DFU,DFU3,DFU3,DFU3,Insight,I4,incorrect,30.4414098,leettter m,20.3557282,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Boven gemiddeld,57275999-1a72-463e-a8d0-508dc59d1548
