block_number,experimental_condition,condition_item,task_type,task_id,MCQ_response_unprocessed,reaction_time_MCQ,score_TEST,reaction_time_TEST,BI_score,BI_score_TaskType,BI_score_TaskID,BI_score_ParticipantID,BI_score_TaskType_ParticipantID,affinity_score,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence,participant_identification
2,F,F5,Insight,I8,correct,37.0152202,0.25,83.6521062,-1.267846741,-1.057110407,0.170496427,-1.804762482,-1.369052509,7,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
2,F,F9,Insight,I10,correct,42.4748438,0.25,68.5787581,-0.930439462,-0.751393119,0.91161488,-1.339100065,-0.97506047,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
2,F,F10,RAT,R4,correct,43.5413375,0.054167103,16.7201833,-0.111146068,-0.56243556,-0.84498648,-0.156538772,-0.939736915,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
3,F,F3,Insight,I1,correct,38.9061506,0,0.0171364,0.168274895,0.225672629,-0.418206482,0.243434014,0.338933888,1,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
3,F,F11,Insight,I5,correct,38.0263655,0.25,21.8236031,0.116144848,0.196893822,0.801609525,0.10531151,0.247040866,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
3,F,F6,RAT,R1,correct,27.4572283,0,0.0218427,0.168169548,1.802069356,1.486958494,0.243288622,1.232336005,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
3,F,F8,Insight,I12,incorrect,23.9843827,0,44.1937307,-0.820589979,-0.670316005,-0.984098933,-1.121317833,-0.815768195,1,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
4,DFU,DFU7,Insight,I7,correct,26.2746005,1,15.7967866,1.559032676,1.559627865,1.565299783,1.898138953,1.838846072,7,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
4,DFU,DFU12,RAT,R12,correct,54.3279615,0.065488673,16.1834576,-0.079387269,-0.454144136,-0.211305527,-0.11570473,-0.834339775,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
4,DFU,DFU6,Insight,I2,correct,57.5402053,0,12.6056728,-0.113511459,-0.029647766,0.380304448,-0.145464872,0.00989066,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
4,DFU,DFU3,Insight,I6,correct,43.0836557,1,12.3882113,1.635331459,1.628760508,1.242693031,2.003440403,1.927940514,7,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
5,F,F7,RAT,R7,correct,21.3729433,0.059190075,16.1876092,-0.090464798,-0.470335237,-0.383953506,-0.129325761,-0.852073272,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
5,F,F4,RAT,R5,correct,48.614128,0.050080688,11.7104965,-0.006134032,0.177011866,0.168234949,-0.010527893,-0.254956582,7,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
5,F,F12,RAT,R3,correct,26.406171,1,7.2212276,1.750991093,3.196866949,2.674625012,2.163064535,2.956152177,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
5,F,F2,Insight,I9,correct,21.7953782,0.25,70.9372536,-0.983232879,-0.799228069,-0.912152579,-1.411961297,-1.036707587,1,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
6,DFU,DFU5,Insight,I4,correct,36.0937018,0,24.4876827,-0.379482669,-0.270638408,-0.498093049,-0.512536966,-0.300685151,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
6,DFU,DFU4,RAT,R6,correct,31.6371068,0.093465887,10.1109038,0.10533454,0.523589656,0.606918409,0.131827699,0.085425044,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
6,DFU,DFU10,RAT,R11,correct,30.0103558,0.041814997,6.9560824,0.085875334,0.867934371,0.568977631,0.118644029,0.382979066,1,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
6,DFU,DFU2,Insight,I3,correct,30.6431536,0,15.3238073,-0.174355166,-0.084776906,-1.431968708,-0.229436467,-0.061156817,4,18,Vrouw,ASO/doorstroomfinaliteit,2.5,Boven gemiddeld,a78c4564-8cf5-4f36-9ec6-5dee248b0510
1,DFU,DFU4,Insight,I3,correct,38.4638397,1,24.3087842,1.368497042,1.386987732,0.353000736,1.384459619,1.112691942,1,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
1,DFU,DFU9,Insight,I8,correct,47.4590649,1,90.2737294,-0.108086165,0.049088283,1.135111504,-0.383870613,-0.316019982,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
1,DFU,DFU11,Insight,I9,correct,44.6538389,0,58.3240879,-1.136889009,-0.956907574,-1.209727722,-1.445120769,-1.304369852,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
1,DFU,DFU7,RAT,R11,correct,36.6815096,0.06621449,15.8338637,-0.070296025,-0.400043729,-0.360927831,-0.179098826,-0.456819374,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
2,F,F1,Insight,I10,incorrect,50.3193833,0.75,114.5148198,-1.086701301,-0.856068367,1.594635582,-1.513136455,-1.261133397,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
2,F,F8,RAT,R6,incorrect,59.1525915,0.075284287,20.009327,-0.147943606,-1.00235594,-0.925695618,-0.27363757,-0.826018818,1,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
2,F,F5,Insight,I11,incorrect,42.8497434,0.5,21.9876604,0.548466326,0.607065847,0.538464549,0.487818242,0.322796309,7,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
2,F,F9,Insight,I6,correct,39.1750842,1,22.0721498,1.418562675,1.432351098,0.927399836,1.444417347,1.161134433,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU2,Insight,I1,correct,33.3661275,1,31.0780527,1.216971286,1.24969359,0.958483933,1.202995023,0.966078698,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU1,Insight,I12,correct,28.9109142,0,22.3532522,-0.331704804,-0.22734794,-0.359211592,-0.480846243,-0.525289967,7,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU5,RAT,R3,correct,34.6079673,0.049775405,13.1972043,-0.039945443,-0.04618388,0.058917412,-0.139943274,-0.433363087,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
3,DFU,DFU8,RAT,R7,correct,64.9582637,0,0.0232468,0.168138118,1.801859275,1.787002806,0.117756901,0.317306164,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F6,Insight,I7,correct,32.8961262,0.5,15.4353854,0.695134821,0.739958933,0.704366579,0.663465867,0.464709767,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F2,RAT,R2,correct,37.2198775,0.086512511,13.9819039,0.006558158,-0.072777583,-0.058942367,-0.090527032,0.183004099,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F7,RAT,R1,incorrect,35.3613665,0.09389537,11.0378792,0.085333795,0.385957343,0.414430395,0.002552108,0.713013335,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F4,Insight,I5,correct,30.3100548,0,8.9911554,-0.032602794,0.043661789,0.465103976,-0.122646905,-0.235884936,7,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F12,RAT,R8,correct,28.3861029,0.061772444,14.3521968,-0.044876675,-0.189337453,-0.22405402,-0.147898239,-0.349760568,7,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F3,RAT,R4,incorrect,26.9966819,0,4.7390097,0.062578775,1.096287227,0.850943676,-0.008659123,-0.30017858,1,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F11,RAT,R12,correct,26.7044533,0.07063928,20.0062617,-0.155975768,-1.013379623,-0.85490702,-0.282463258,-0.91654186,1,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F10,Insight,I4,correct,25.5673608,0,0.0202864,0.168204385,0.225608741,0.009305947,0.117836261,-0.041587988,1,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU6,Insight,I2,correct,64.9088088,0.25,33.3381954,-0.141601953,-0.036644865,0.383688638,-0.295888928,-0.343125026,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU12,RAT,R5,correct,43.5290253,0.123712714,11.8358203,0.119473101,0.340277012,0.298524578,0.038343162,1.192194712,7,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU3,RAT,R10,correct,22.5421757,0.111027866,13.5700774,0.058530802,0.04944106,0.943312787,-0.032473366,0.71680854,7,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU10,RAT,R9,correct,37.1268227,0.071328847,11.8850266,0.027015485,0.203423476,-0.157223968,-0.063433928,0.160355437,4,18,Man,TSO/dubbele finaliteit,2.5,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
1,F,F9,Insight,I1,correct,45.5236392,0.25,50.9197863,-0.535154646,-0.393234273,-1.252551238,-0.565824074,-0.480054098,7,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F6,Insight,I5,correct,-29.706694,0,58.724913,-1.145861223,-0.965037099,-0.662776152,-1.233258812,-1.137848763,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F5,RAT,R3,correct,67.3618211,0,20.0135609,-0.279332307,-1.189089836,-1.154013776,-0.337522593,-1.688451943,4,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F8,Insight,I3,incorrect,65.0816073,1,12.9909725,1.621839035,1.61653532,0.692336217,1.772304323,1.804007494,7,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU4,RAT,R4,correct,49.0785329,0.082666866,14.5213869,-0.012224534,-0.163001299,-0.463760336,-0.049460138,-0.264849332,4,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU11,Insight,I4,correct,38.6313413,0,83.4101999,-1.698425618,-1.4657035,-1.720014078,-1.804447995,-1.666267174,4,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU7,RAT,R11,correct,38.9573668,0.079480441,16.1699714,-0.054684093,-0.417539116,-0.22089596,-0.093811518,-0.632676532,7,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
2,DFU,DFU12,Insight,I2,correct,40.6513171,0.75,53.4326392,0.280584336,0.382798967,0.857152508,0.34969754,0.447588232,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F11,Insight,I10,incorrect,44.5872205,0.25,120.0160404,-2.081830204,-1.794642855,-0.298330194,-2.164632023,-1.959142954,7,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F2,RAT,R8,correct,59.7918965,0.118652533,9.2195773,0.169211201,0.719210458,0.740426692,0.143293697,0.988877272,4,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F7,RAT,R7,incorrect,44.9263833,0.095390822,11.0722995,0.08717135,0.384504092,0.438954371,0.055125553,0.521364064,7,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
3,F,F10,RAT,R5,correct,43.1967963,0.051899036,14.8676772,-0.073634354,-0.290870345,-0.329085984,-0.117388087,-0.424910142,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU2,Insight,I6,correct,47.3801375,0.5,22.9496425,0.52693297,0.587554949,-0.109608859,0.568205995,0.609397138,4,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU8,Insight,I8,correct,36.329953,1,105.0667241,-0.439217912,-0.250942883,0.597980648,-0.3582228,-0.166985289,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU9,RAT,R2,correct,48.5693015,0.095472328,16.6293226,-0.037076922,-0.446735756,-0.482189302,-0.073298859,-0.688731372,4,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
4,DFU,DFU5,RAT,R6,correct,44.3715994,1,11.686769,1.651032798,2.528733021,2.489840441,1.802482094,2.876009015,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU6,RAT,R10,incorrect,32.3956184,0.085542406,13.6682731,0.011886744,-0.028250238,0.507072821,-0.024120433,-0.071130861,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU10,RAT,R12,correct,35.4841892,0.070668448,16.1710732,-0.070076653,-0.439486941,-0.191568989,-0.110996891,-0.657157289,7,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU1,Insight,I9,correct,34.4237931,0.5,55.9238604,-0.211173857,-0.081227354,0.175273832,-0.194779529,-0.096455862,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
5,DFU,DFU3,Insight,I11,correct,46.0787582,0.25,17.7991791,0.206229012,0.278517094,0.191814304,0.20054873,0.228932542,4,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F4,RAT,R9,incorrect,42.5626369,0.081789477,17.2872011,-0.075665665,-0.578991064,-0.96973134,-0.11516647,-0.869657271,7,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F1,RAT,R1,correct,42.3280067,0.06766396,8.9316946,0.086732465,0.636241274,0.585506411,0.050663277,0.911314391,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F12,Insight,I7,incorrect,38.7652642,0.75,34.8883626,0.695686134,0.758913543,0.630626651,0.778790798,0.844550893,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
6,F,F3,Insight,I12,incorrect,31.3122094,1,23.8163201,1.379520536,1.396975877,1.036285632,1.521818215,1.572277841,1,20,X,ASO/doorstroomfinaliteit,3.5,Gemiddeld,a42eef32-5ce2-48b7-a048-d13d3c4083ea
1,F,F7,RAT,R9,No Response,90,0.100733123,17.4296198,-0.045816368,-0.553471633,-0.955857676,-0.007225523,-0.482641492,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F3,RAT,R11,incorrect,-163.8004307,0,0.0211335,0.168185423,1.802175466,0.972297602,0.167513817,0.842196044,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F2,RAT,R1,incorrect,51.4395578,0,0.0160925,0.168298262,1.8029297,1.487719513,0.167616631,0.842657373,7,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F10,RAT,R10,correct,83.8209972,0.123598992,16.7723138,0.008774515,-0.398601847,0.633149294,0.047111135,-0.361583309,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F11,Insight,I9,correct,52.2955425,0.25,87.4010006,-1.35176335,-1.133145394,-1.382855842,-1.167133978,-0.957178924,7,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F9,Insight,I4,incorrect,57.0346734,1,32.1747969,1.192421367,1.22744945,0.808526753,1.301753604,1.339391148,7,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F1,Insight,I6,correct,38.89562,0.75,62.6887918,0.073391266,0.1950659,-0.899231065,0.231898366,0.34306278,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
2,F,F6,Insight,I10,incorrect,58.5137786,0.25,120.0124732,-2.081750355,-1.794570505,-0.298246284,-1.832260927,-1.57896574,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU3,RAT,R2,correct,32.1196411,1,14.4873696,1.58834314,2.109707396,2.622001216,1.662497343,2.1818673,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU10,Insight,I1,correct,52.1969709,1,64.7885647,0.462382985,0.565977787,0.037510383,0.636579843,0.71756057,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU6,RAT,R4,correct,45.3262731,0,0.0181703,0.168251752,1.80261882,1.558035013,0.167574253,0.842467223,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
3,DFU,DFU12,Insight,I7,correct,42.8122803,0,82.4859302,-1.677736431,-1.446957484,-1.920216248,-1.514396084,-1.277998829,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU2,Insight,I5,correct,38.0684454,0.5,90.2724257,-0.980044573,-0.777884138,-0.123173174,-0.778190725,-0.597393844,7,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU1,RAT,R8,correct,29.1907608,0.141997268,18.432653,0.003695018,-0.601541691,-0.470576924,0.046181161,-0.4645252,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU9,RAT,R7,correct,33.8268836,0.061467159,14.4231844,-0.046998097,-0.200713266,-0.125365356,-0.016195034,-0.312093222,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
4,DFU,DFU5,RAT,R6,correct,27.4501216,0.06204544,18.6357185,-0.140284477,-0.829562771,-0.749877168,-0.10107659,-0.696064979,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F5,RAT,R12,correct,62.5079302,0.058732194,17.6903376,-0.124900948,-0.696305201,-0.494848709,-0.087725891,-0.618373016,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F4,Insight,I8,incorrect,59.7095676,0,93.1121588,-1.915597777,-1.6624784,-0.574677961,-1.731123218,-1.480603874,7,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F8,Insight,I12,incorrect,40.6054292,1,16.2675485,1.548494972,1.550079883,1.252266789,1.626189723,1.642686785,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
5,F,F12,RAT,R5,incorrect,37.2482777,0,20.0026217,-0.27908744,-1.187453114,-1.24982919,-0.240018417,-0.986419251,7,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU7,Insight,I3,incorrect,29.2426337,1,9.5221273,1.699486921,1.686890356,0.79634062,1.76376589,1.771298394,1,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU4,RAT,R3,correct,23.6287993,0.052987335,19.3710666,-0.172541885,-0.961976846,-0.956990644,-0.132288649,-0.787487473,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU11,Insight,I2,correct,38.6618913,0,21.3584474,-0.309436734,-0.207171333,0.189159597,-0.267671146,-0.112511352,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
6,DFU,DFU8,Insight,I11,correct,30.8940391,0,5.4580905,0.04648261,0.115319328,0.032750619,0.056624417,0.190652887,4,19,X,ASO/doorstroomfinaliteit,3.5,Boven gemiddeld,d70c19b4-f4a7-4954-9f65-4af95eb80ead
1,F,F2,Insight,I9,correct,72.0782718,0.25,101.751927,-1.67299968,-1.424210541,-1.793152956,-1.454527923,-0.804810646,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F3,Insight,I4,incorrect,-48.9918415,0,0.0248935,0.168101258,0.2255153,0.009210406,0.394731965,0.673947833,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F5,RAT,R10,correct,80.1352827,0,20.015452,-0.279374639,-1.189372782,-1.929685048,-0.075938434,-1.017603684,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F12,RAT,R4,incorrect,52.6983643,0,20.0059064,-0.279160966,-1.18794457,-1.435745084,-0.075713686,-1.016356709,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU6,Insight,I6,correct,57.9595018,0.25,46.8708272,-0.444521281,-0.311113381,-1.392662983,-0.162372473,0.3351279,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU7,RAT,R7,correct,39.7544559,1,9.6203226,1.697288882,2.837914557,2.885026641,2.352274937,2.296273893,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU9,Insight,I2,correct,27.8610955,0,30.9084912,-0.52320837,-0.400865094,-0.01939618,-0.332411063,0.032462811,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU4,RAT,R9,correct,26.4292844,0.087394491,7.5567262,0.151919812,0.89073719,0.539988569,0.408220426,0.780859524,2,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU2,Insight,I12,correct,29.4031715,0,52.9327871,-1.01620818,-0.847561339,-1.234135842,-0.850965066,-0.425005132,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU1,Insight,I11,correct,22.1959565,0,48.6896683,-0.921228673,-0.761502504,-0.961981824,-0.751062383,-0.336871062,5,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU11,RAT,R5,correct,23.9572454,0,20.0058445,-0.279159581,-1.187935309,-1.250340633,-0.075712229,-1.016348623,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU5,Insight,I10,correct,25.1495102,0,80.0153593,-1.622434278,-1.396849424,-0.239186188,-1.488614337,-0.987538829,3,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU10,Insight,I1,correct,22.5766453,0,51.6726451,-0.988000706,-0.822003169,-1.829438599,-0.821295483,-0.398830648,6,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU3,RAT,R12,correct,47.5122242,0.054567739,10.8991246,0.019853316,0.309501112,0.665444859,0.25784885,0.280023866,4,18,Vrouw,ASO/doorstroomfinaliteit,3.5,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
