block_number,experimental_condition,belief_id,critique_id,mc_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
4,F,F2,F2,F2,RAT,R2,correct,37.21987749999971,kaasboer,13.9819038999849,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F7,F7,F7,RAT,R1,incorrect,35.36136650000117,bal,11.037879200011957,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
4,F,F4,F4,F4,Insight,I5,correct,30.310054800007492,No Response,8.991155399999116,1,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F12,F12,F12,RAT,R8,correct,28.38610289999633,rook,14.352196799998637,1,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F3,F3,F3,RAT,R4,incorrect,26.996681899996474,No Response,4.739009699987946,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F11,F11,F11,RAT,R12,correct,26.704453300015302,water,20.0062617000076,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
5,F,F10,F10,F10,Insight,I4,correct,25.567360799992457,No Response,0.020286399987526238,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU6,DFU6,DFU6,Insight,I2,correct,64.9088087999844,een  vqlse wereld,33.3381953999924,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU12,DFU12,DFU12,RAT,R5,correct,43.52902530002757,vishengel,11.8358203000098,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU3,DFU3,DFU3,RAT,R10,correct,22.54217569998582,hondenkar,13.57007740001427,7,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
6,DFU,DFU10,DFU10,DFU10,RAT,R9,correct,37.12682269999641,brooddoos,11.885026599979028,4,18,Man,TSO/dubbele finaliteit,2-3 uren,Boven gemiddeld,cb311271-6071-4823-ae1d-1104aa131ce3
