block_number,experimental_condition,belief_id,critique_id,mc_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,DFU,DFU9,DFU9,DFU9,RAT,R9,correct,53.205836,eten,11.5306614,4,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
1,DFU,DFU6,DFU6,DFU6,Insight,I6,incorrect,13.1260084,"tekst is lichtgevend, zoals gsm gebruik",26.5234424,2,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
1,DFU,DFU3,DFU3,DFU3,RAT,R5,correct,40.3143977,zelfstandig nw,19.3642953,6,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
1,DFU,DFU4,DFU4,DFU4,RAT,R3,correct,43.0331263,stof,15.5341395,4,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
2,DFU,DFU8,DFU8,DFU8,Insight,I8,correct,50.7586696,Hem< ruben<marit<coach,77.6772342,3,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
2,DFU,DFU10,DFU10,DFU10,RAT,R8,correct,43.1483084,hemel,18.0653826,2,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
2,DFU,DFU1,DFU1,DFU1,Insight,I10,correct,30.0708315,"allebei omdraaien, als 7 m is mog 4 over bij 11, en dan 11 opneiuw draaien",84.165275,4,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
2,DFU,DFU11,DFU11,DFU11,Insight,I7,correct,34.8930122,als het vriest,22.1705932,3,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
3,F,F1,F1,F1,Insight,I5,correct,31.8497191,de planeten,24.9831391,5,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
3,F,F6,F6,F6,RAT,R7,incorrect,40.158359,hout,12.2030681,5,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
3,F,F5,F5,F5,Insight,I1,correct,58.383144,hij droeg bescherming,40.8393954,3,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
3,F,F2,F2,F2,RAT,R11,incorrect,46.2251478,weegschaal,8.1804715,3,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU2,DFU2,DFU2,Insight,I11,correct,25.8049683,de temperatuur,15.7079041,2,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU12,DFU12,DFU12,RAT,R1,correct,34.5119424,feest,18.9067765,6,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU7,DFU7,DFU7,RAT,R2,correct,47.4958212,boer,12.4872766,3,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
4,DFU,DFU5,DFU5,DFU5,Insight,I9,correct,29.836617,het keizerrijk was al gevallen,56.5307719,1,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F10,F10,F10,RAT,R6,incorrect,54.6163452,gang,10.8337962,5,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F8,F8,F8,Insight,I4,incorrect,23.0319419,de letter M,31.531734,5,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F12,F12,F12,Insight,I12,incorrect,21.5742033,vuur,24.3877123,6,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
5,F,F7,F7,F7,Insight,I2,incorrect,56.9809964,grond,22.1340752,5,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
6,F,F3,F3,F3,RAT,R4,incorrect,32.271031,kaart van map ofzo,17.3865358,7,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
6,F,F4,F4,F4,Insight,I3,incorrect,31.8874055,hart,8.8359037,6,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
6,F,F11,F11,F11,RAT,R12,correct,44.3290876,vorm,19.6702778,4,20,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Boven gemiddeld,c2c11184-bc3d-431b-8d4c-0750017ee4d8
