block_number,experimental_condition,belief_id,critique_id,mc_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,DFU,DFU4,DFU4,DFU4,Insight,I4,incorrect,65.97042910003802,een halve minuut,101.83064090000698,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
1,DFU,DFU7,DFU7,DFU7,Insight,I1,incorrect,-17.279627399984747,No Response,0.01956459996290505,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
1,DFU,DFU5,DFU5,DFU5,RAT,R4,incorrect,63.311177399998996,valenoel,20.007917699986137,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
1,DFU,DFU3,DFU3,DFU3,Insight,I12,correct,78.58887139998842,vuur,44.62049150001258,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F7,F7,F7,RAT,R11,incorrect,48.64624289999483,controlegezicht,20.000694299989846,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F9,F9,F9,RAT,R2,correct,67.74352189997444,kaaslandhuis,20.013963599980343,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F10,F10,F10,RAT,R12,correct,59.292878200009,haart,20.001092299993616,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
2,F,F5,F5,F5,Insight,I10,correct,28.749001000018325,2 keer die van 7 en dan nog 1 min van 11,83.90084729995579,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F2,F2,F2,Insight,I3,correct,48.869869599991944,een hart,25.299168199999258,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F8,F8,F8,Insight,I6,correct,56.44405029999325,doordat de letters licht geven,29.29975210002158,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F1,F1,F1,Insight,I9,incorrect,52.072656199976336,toen bestonden er nog geen munten,42.80626310000662,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
3,F,F6,F6,F6,RAT,R9,correct,57.26415919995634,brooddoos,18.68069030001061,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
4,DFU,DFU1,DFU1,DFU1,RAT,R10,correct,42.790777100017294,lijband,16.767610999988392,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,dbffb7ac-291f-4a6a-844e-ce081b995caf
