block_number,experimental_condition,belief_id,critique_id,mc_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,F,F2,F2,F2,Insight,I9,correct,72.07827179998276,misschien was het geen echt brons,101.7519270000048,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F3,F3,F3,Insight,I4,incorrect,-48.99184149998473,No Response,0.024893499998142943,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F5,F5,F5,RAT,R10,correct,80.13528270000825,No Response,20.015451999992365,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
1,F,F12,F12,F12,RAT,R4,incorrect,52.69836429998395,No Response,20.005906400008826,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU6,DFU6,DFU6,Insight,I6,correct,57.95950180001091,omdat zijn ogen zich hebben aangepast aan het donker,46.870827200007625,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU7,DFU7,DFU7,RAT,R7,correct,39.754455899994355,boek,9.620322600007057,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU9,DFU9,DFU9,Insight,I2,correct,27.861095500004012,No Response,30.908491200010758,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
2,DFU,DFU4,DFU4,DFU4,RAT,R9,correct,26.4292843999865,boterham,7.556726199982222,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU2,DFU2,DFU2,Insight,I12,correct,29.40317150001647,No Response,52.93278709999868,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU1,DFU1,DFU1,Insight,I11,correct,22.19595650001429,No Response,48.68966829997953,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU11,DFU11,DFU11,RAT,R5,correct,23.95724540000083,No Response,20.00584450000315,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
3,DFU,DFU5,DFU5,DFU5,Insight,I10,correct,25.14951019998989,No Response,80.0153593000141,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU10,DFU10,DFU10,Insight,I1,correct,22.576645299996017,No Response,51.67264510001405,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU3,DFU3,DFU3,RAT,R12,correct,47.51222420000704,steenkool,10.899124599993229,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU8,DFU8,DFU8,RAT,R3,correct,30.521100999991177,No Response,20.005811699986225,6,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
4,DFU,DFU12,DFU12,DFU12,RAT,R2,correct,27.842296999995597,nederland,6.656860699993558,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F7,F7,F7,Insight,I7,incorrect,46.192104299989296,wanneer het bevrozen is,18.853349700017134,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F9,F9,F9,RAT,R6,correct,48.01414230000228,No Response,20.005463300010888,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F11,F11,F11,RAT,R1,incorrect,51.02520810000715,cocktail,17.488461700006155,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
5,F,F8,F8,F8,RAT,R11,incorrect,34.1481885999965,weegschaal,10.03482990001794,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F6,F6,F6,Insight,I5,correct,39.88544309997815,No Response,42.47273680000217,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F10,F10,F10,Insight,I3,incorrect,38.29609150000033,licht,9.870137799996883,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F4,F4,F4,Insight,I8,correct,19.775424899999052,Ruben > marit,119.3304313000117,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
6,F,F1,F1,F1,RAT,R8,correct,49.40240410002298,No Response,20.003624700009823,4,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,d216469f-e6f4-4dbb-91f9-1db2e0af7802
