block_number,experimental_condition,belief_id,critique_id,mc_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,F,F2,F2,F2,RAT,R5,No Response,90,No Response,0.0256357,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
1,F,F10,F10,F10,RAT,R4,No Response,90,groen,16.455624,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
1,F,F4,F4,F4,Insight,I4,correct,45.4615042,letter m,66.0417295,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
1,F,F9,F9,F9,Insight,I1,correct,31.4356308,de ladder ligt plat op de grond,24.4296478,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F8,F8,F8,RAT,R12,correct,34.6058543,No Response,20.0038424,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F7,F7,F7,Insight,I5,incorrect,44.776933,geen idee,38.3543317,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F3,F3,F3,Insight,I9,correct,26.2773356,er bestond nog geen munten in dat jaartal,60.9700403,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
2,F,F1,F1,F1,RAT,R3,correct,33.9325,accesoires,18.9185349,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F6,F6,F6,RAT,R1,correct,27.410043,uitgaan,13.936358,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F11,F11,F11,RAT,R11,correct,27.3892969,boxen,20.0033169,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F12,F12,F12,Insight,I11,correct,33.8396828,de temperatuur,13.1341546,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
3,F,F5,F5,F5,Insight,I7,correct,24.7060011,als het meer bevroren is,63.2148568,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU3,DFU3,DFU3,Insight,I2,correct,39.102692,een dode aardbol,73.403719,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU1,DFU1,DFU1,Insight,I10,correct,23.0399418,"7 minuten helemaal laten uitlopen, dan nog is d ehelft van 7 en dan de helft van die van 11",113.2131466,7,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU10,DFU10,DFU10,Insight,I8,correct,31.772666,hem>hij>ruben>marit,113.7110292,7,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
4,DFU,DFU2,DFU2,DFU2,RAT,R9,correct,26.9501289,boterham,14.8859324,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
5,DFU,DFU11,DFU11,DFU11,Insight,I6,correct,22.1587839,"hij ziet niet echt wat hij leest, maar probeert gwn",76.951456,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
5,DFU,DFU7,DFU7,DFU7,RAT,R6,correct,26.8056255,woonkamer,14.8318984,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
5,DFU,DFU6,DFU6,DFU6,RAT,R10,correct,16.163653,wandelen,12.4692015,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
5,DFU,DFU12,DFU12,DFU12,RAT,R7,correct,18.5884345,bruin,19.5815538,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,60b308f2-a97f-4ac7-b499-09e61e1dc5ff
