block_number,experimental_condition,belief_id,critique_id,mc_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
1,DFU,DFU7,DFU7,DFU7,RAT,R6,correct,55.20600340000237,tafe,20.004821599985007,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
1,DFU,DFU4,DFU4,DFU4,RAT,R7,correct,47.22531650000019,grond,16.685424900002545,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
1,DFU,DFU5,DFU5,DFU5,Insight,I9,correct,57.66377729998203,er bestonden nog geen munten v.Chr,74.63873730000341,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
1,DFU,DFU6,DFU6,DFU6,RAT,R10,correct,52.35673860000679,wandelen,18.720782699994743,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
2,DFU,DFU10,DFU10,DFU10,Insight,I1,incorrect,65.66040750002139,hij viel eerst in een zwembad met een betonnen ondergrond,83.23440680000931,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
2,DFU,DFU2,DFU2,DFU2,Insight,I4,correct,40.96316889999434,de letter m,47.236136599996826,6,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
2,DFU,DFU12,DFU12,DFU12,RAT,R3,correct,42.79877019999549,sneeuw,20.001411899982486,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
2,DFU,DFU3,DFU3,DFU3,RAT,R12,correct,41.29860710000503,mijn,20.00572730001295,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
3,F,F11,F11,F11,RAT,R9,correct,46.771107300010044,brood,9.75646930001676,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
3,F,F3,F3,F3,Insight,I8,incorrect,40.07133780000731,"coach>hem>
ruben>marit",94.93918320001103,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
3,F,F9,F9,F9,RAT,R11,correct,31.17700860000332,No Response,20.00476769998204,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
3,F,F1,F1,F1,Insight,I11,correct,37.6404963999812,een trap,33.83102759998292,4,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
4,DFU,DFU9,DFU9,DFU9,Insight,I12,correct,29.054067200020654,/,73.80466519997572,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
4,DFU,DFU8,DFU8,DFU8,Insight,I7,correct,47.2245791000023,door een brug te gebruiken,53.93687070001033,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
4,DFU,DFU1,DFU1,DFU1,RAT,R8,correct,39.870584899996174,stof,14.289030299987644,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
4,DFU,DFU11,DFU11,DFU11,Insight,I3,correct,53.83204510001815,een hart,13.137719799997285,3,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
5,F,F5,F5,F5,RAT,R4,correct,25.636004500003764,water,8.490168199990876,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
5,F,F8,F8,F8,Insight,I6,correct,36.50540330001968,/,50.78495140001178,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
5,F,F10,F10,F10,Insight,I2,correct,36.264242200006265,/,35.00692000001436,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
5,F,F12,F12,F12,RAT,R1,incorrect,39.447125100006815,feest,20.012465499981772,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
6,F,F6,F6,F6,RAT,R2,correct,40.048712299991166,fra,20.005699500004994,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
6,F,F4,F4,F4,RAT,R5,correct,30.70642990001943,goud,9.035803799983114,2,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
6,F,F2,F2,F2,Insight,I5,incorrect,45.5229189999809,/,59.97356340000988,5,18,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,6b771475-7fa7-45d5-ad53-71f24dc484c8
